,MOB,AOB,FRP,AON,ORBvl,ORBm,ORBl,TT,PL,ILA,AId,DP,AIv,MOs,ACB:Nucleus_accumbens,OT,MOp,CLA:Claustrum,ACAd,MS:Medial_septal_nucleus,NDB:Diagonal_band_nucleus,LSr:Lateral_septal_nucleus_rostral_(rostroventral)_part,GU,LSv:Lateral_septal_nucleus_ventral_part,SSp_m,SI:Substantia_innominata,ACAv,MEPO:Median_preoptic_nucleus,MPO:Medial_preoptic_area,BST,MA:Magnocellular_nucleus,FS:Fundus_of_striatum,LPO:Lateral_preoptic_area,CP:Caudoputamen,PVpo:Periventricular_hypothalamic_nucleus_preoptic_part,MPN,LSc:Lateral_septal_nucleus_caudal_(caudodorsal)_part,EPd:Endopiriform_nucleus_dorsal_part,PIR,SF:Septofimbrial_nucleus,TRS:Triangular_nucleus_of_septum,AAA:Anterior_amygdalar_area,SSp_ul,AD,PT:Parataenial_nucleus,SSp_n,SBPV:Subparaventricular_zone,NLOT,AHN,PVH,RCH:Retrochiasmatic_area,AIp,AV:Anteroventral_nucleus_of_thalamus,GPe:Globus_pallidus_external_segment,COAa,SSp_ll,RE:Nucleus_of_reuniens,SSs,PVT:Paraventricular_nucleus_of_the_thalamus,VISC,RT:Reticular_nucleus_of_the_thalamus,VAL:Ventral_anterior-lateral_complex_of_the_thalamus,IA:Intercalated_amygdalar_nucleus,GPi:Globus_pallidus_internal_segment,RH:Rhomboid_nucleus,LHA:Lateral_hypothalamic_area,CM:Central_medial_nucleus_of_the_thalamus,PAA,SMT:Submedial_nucleus_of_the_thalamus,EPv:Endopiriform_nucleus_ventral_part,LD:Lateral_dorsal_nucleus_of_thalamus,VMH,TU:Tuberal_nucleus,MEA,MD,VM:Ventral_medial_nucleus_of_the_thalamus,ARH:Arcuate_hypothalamic_nucleus,BMA,VPL,CL:Central_lateral_nucleus_of_the_thalamus,SSp_bfd,SSp_tr,IMD:Intermediodorsal_nucleus_of_the_thalamus,DMH,BLA,AUDd,COAp,PA:Posterior_amygdalar_nucleus,AUDv,APN:Anterior_pretectal_nucleus,AUDp,AMv:Anteromedial_nucleus_ventral_part,CA1,CEA,MH:Medial_habenula,SUM,AMd:Anteromedial_nucleus_dorsal_part,LH:Lateral_habenula,VPM,PO:Posterior_complex_of_the_thalamus,LA:Lateral_amygdalar_nucleus,STN:Subthalamic_nucleus,VPMpc:Ventral_posteromedial_nucleus_of_the_thalamus_parvicellular_part,PH:Posterior_hypothalamic_nucleus,SPFm:Subparafascicular_nucleus_magnocellular_part,SPA:Subparafascicular_area,PF:Parafascicular_nucleus,LP:Lateral_posterior_nucleus_of_the_thalamus,CA2,PVp:Periventricular_hypothalamic_nucleus_posterior_part,PMd:Dorsal_premammillary_nucleus,LGd,LGv,CA3,VISam,SPFp:Subparafascicular_nucleus_parvicellular_part,RSPv,NPC:Nucleus_of_the_posterior_commissure,ECT,MPT:Medial_pretectal_area,DG,MGm:Medial_geniculate_complex_medial_part,NOT:Nucleus_of_the_optic_tract,POL:Posterior_limiting_nucleus_of_the_thalamus,VTA:Ventral_tegmental_area,PERI,RSPd,SNc:Substantia_nigra_compact_part,RSPagl,TR,MGv:Medial_geniculate_complex_ventral_part,VISal,TEa,SNr:Substantia_nigra_reticular_part,ENTl,VISl,VISp,PRE,PAR,ENTm,Isocortex_VISa,Isocortex_VISrl,Isocortex_Primary_somatosensory_area_unassigned_layer_,Isocortex_VISli,Cerebellar_Cortex_Lingula_(I),CENT2:Lobule_II,CENT3:Lobule_III,"CUL4,_5:Lobules_IV-V",Cerebellar_Cortex_Declive_(VI),Cerebellar_Cortex_Folium-tuber_vermis_(VII),Cerebellar_Cortex_Pyramus_(VIII),Cerebellar_Cortex_Uvula_(IX),Cerebellar_Cortex_Nodulus_(X),Cerebellar_Cortex_Simple_lobule,ANcr1:Crus_1,ANcr2:Crus_2,Cerebellar_Cortex_Paramedian_lobule,Cerebellar_Cortex_Copula_pyramidis,Cerebellar_Cortex_Paraflocculus,Cerebellar_Cortex_Flocculus,Cerebellar_Nuclei_Fastigial_nucleus,Cerebellar_Nuclei_Interposed_nucleus,Cerebellar_Nuclei_Dentate_nucleus,VeCB:Vestibulocerebellar_nucleus,Medulla_,Pons_,Midbrain_
TEa,0.0,0.0,0.0,1.224714666605033e-06,1.224714666605033e-06,0.0002512653826565189,0.00011054096224552954,0.00021985720982445404,6.281634566412973e-05,0.0009226150769419053,0.0,0.0024066512432569702,0.0011673617331819295,0.0,0.022178096041041803,0.00011518794330775666,0.0,0.0013976636910268865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029719983542341377,3.1408172832064864e-05,0.0,0.0,0.00369438632937163,0.0,0.0014055157342349029,0.0,0.09538571847916413,0.0,0.0,0.0,0.001784542013239978,0.0023104463772815917,1.963010802004054e-05,0.0,0.00011385462651623513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023830951136329217,0.0,0.0003719111849883243,0.0,0.0,0.0,2.355612962404865e-05,0.0,0.0008990589473178568,0.004353709455634709,0.0,9.81505401002027e-05,0.0,0.0,3.926021604008108e-06,0.0,0.0,0.0,0.0003572679659647378,6.791175815570218e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0013623294965908136,0.0,0.0,0.0,0.0,0.0,0.0,0.013344033120751036,0.00202042748532198,0.0,0.0,0.15680265631378365,0.0009395305934007774,0.19779414228575504,0.0,0.01061953404790842,0.005853698211576088,0.0,0.0,0.0,0.0,0.0,3.926021604008108e-06,0.011362084962049084,0.0,0.0,0.0,0.0,0.0,0.0,0.08913618436804213,2.287278661194264e-05,0.0,0.0,0.00025127350517609805,0.004167342933556441,0.001426507770579727,0.0,1.5704086416032432e-05,1.5704086416032432e-05,0.0,0.20703558969766403,0.0,0.00667114645352561,0.00017667097218036483,0.0,0.001081191781545089,0.0,0.008265649431700764,0.0,0.0,4.67971295763849e-06,0.0003416724816736219,0.00018452301538838108,0.035458474328246,0.772801588304252,1.5704086416032432e-05,0.0359560193430094,0.012521995639382931,0.28881897796260597,0.0,7.348287999630198e-06,0.00011051482015520816,0.0,0.0,0.0,0.16218396314349035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020545119695150075
SNr:Substantia_nigra_reticular_part,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006929968707615674,3.284386898544033e-05,0.0,0.0,0.0,0.00015364289551551377,0.0001168361359304786,0.00016492129707643276,0.0,9.502222153421004e-05,0.0,0.0024558301507697578,0.0,2.1611308380204133e-06,0.00010737268180345556,5.6744783560778725e-05,0.0,3.869703629444485e-05,0.00020950705736671421,0.16790721445324103,0.0,4.052120321288275e-06,0.0,0.0,0.0,4.3222616760408266e-06,9.72508877109186e-06,0.0,3.0329106067231865e-05,6.332121293372591e-05,2.836484224901792e-06,0.0,0.0,0.0,3.4848234763079164e-05,1.2831714350746203e-06,1.1057679516854233e-05,0.0,0.000154039378732656,0.012380607727979765,6.994523075555051e-07,0.0,3.9575708471248816e-05,6.24945431315897e-06,7.637342327067658e-07,1.828868262329675e-05,0.00012073905300559745,0.03425796066043242,0.0,0.00036829587859143803,0.0,0.001603756274971308,0.004447021431880115,0.0,2.8892397270374e-05,0.0,1.418242112450896e-06,0.002322112698539389,0.00019312311387024064,0.0006414621180857995,0.010406608072202927,0.08245688892112557,0.0,1.3684936452172927e-05,3.0410969893717616e-07,2.7014135475255166e-07,0.0,0.0110397946084724,0.0,5.1727140661800236e-05,3.179104135246411e-05,0.0,0.0,1.1315179352871434e-07,0.0007614002181605343,0.008332855753953636,1.5796685024077474e-06,3.479934463033766e-05,1.5668198575647997e-05,0.0014970196037914336,6.753533868813792e-08,0.00012283902127632767,8.29461973280373e-05,1.3507067737627583e-07,0.0,8.892827227663844e-05,0.0022799668338417574,0.012309657420514424,0.007565221817523898,0.00019475805409700482,0.00016495456558806754,2.8434033043339453e-05,0.015206734559305173,9.488825047115843e-05,9.454947416339309e-07,0.0,4.434770790466668e-05,0.0,0.0,5.3965683181928986e-05,1.3228771903767161e-06,0.006044293360827406,0.0044882647450350645,3.4972615377775255e-07,0.0005323482853114109,0.0,0.00020627928006615378,0.00026336708470276604,0.0,0.0001441620837447358,0.04448056427100279,0.0,0.00039214626080039637,0.03154436079961227,0.00028010447200028314,0.0,3.159337004815495e-06,0.0,0.0016112922834257961,1.076222610304224,0.0,0.0,0.0004278519821895465,0.0,0.0,0.0,0.0,0.0,0.00012131642426892746,0.0,0.0,6.31867400963099e-06,1.5796685024077474e-06,1.8956022028892968e-05,0.0,0.0,0.0,0.0,0.0,7.898342512038737e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004888073512419347,0.0005187889329345182,0.4533803872986198
ENTl,0.0,0.0,0.0,0.002906008453423975,0.003687861181430526,0.0012496865975536997,0.00035139611398704427,0.021845143152072435,3.639093108884521e-07,0.0001549293479708435,5.983377198686775e-05,0.013084668597627648,0.004841031258998321,0.0,0.09929775703624949,0.01607519580925999,0.0,8.09698216726806e-06,0.0,1.1358666530655795e-06,0.0,0.0013707679498694161,0.0,5.239642948012189e-06,0.0,0.009434365046547119,0.0005286102384418723,0.0,0.0,0.002923340357709713,0.0,0.012100875262817811,0.0,0.13787421319286083,0.0,0.0,0.0008901742420896248,0.08562289598987936,0.1092956534723234,0.0023960300962624255,0.0024153933343335236,0.00020562359116927268,0.0,1.2855105270850967e-05,0.00011344778727129354,0.0,0.0,2.6260616464917954e-05,9.160214944077254e-07,0.0,0.0,0.004118330185487442,0.0007717970765177865,0.0001442872386486168,4.4875328990150816e-05,0.0,0.00021432553746389703,1.3646599158316955e-07,5.484019265180245e-05,5.208452012090971e-06,2.1295856404217357e-05,6.1901658708526e-06,0.0070925752636418395,0.0,1.8320429888154507e-07,9.078198261951309e-06,0.0,0.009767521285366194,0.0,0.02893065554937394,0.00045974902529378016,0.0,0.0,0.0,0.0,0.0,0.0,0.02084164227969891,1.0224378531031728e-06,0.0,0.0,0.0,0.0,0.0,0.24745540061415766,2.2744331930528255e-08,0.024716442207981353,0.02726547347153336,9.250119796145842e-05,1.0007506049432434e-06,2.401801451863784e-05,0.00043551886566923066,1.3983142126430754,0.06646572510700088,0.0,0.0,0.0002903070109936919,0.0,6.329377185876784e-06,2.2744331930528255e-08,0.04063469304854946,0.0,0.0,0.0,0.0,0.0,0.0,0.001612444724835908,0.00033738917637341474,0.0,0.0,0.0,1.3636408283509418e-05,0.11796112471104331,0.0,9.097732772211302e-08,0.0014678072352285786,0.0,0.18949155241844207,0.0,0.5072646951257114,1.0234949368737715e-06,0.0,2.2744331930528254e-06,0.0,0.3172748009600811,2.6005393210140537e-05,0.0,0.0,0.07614267277262285,7.877822118856582e-05,0.0,0.008849192906684945,9.097732772211302e-08,10.042343033596326,0.001658199104428457,0.29717425716651913,0.009550960334533967,0.0273088991563845,1.1395734193923899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2396257734640927e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3646599158316953e-06
VISl,5.657767503541409e-06,0.0,0.0,0.0,0.016831856874867972,7.037711618152488e-05,0.005301204819277109,0.00021113134854457464,0.0,0.0,0.0,0.0,0.0,0.0,0.001359606370493239,0.0,0.0,0.0,0.007616216459664108,4.3494246618148734e-05,0.0,0.0006769998731425096,0.0,0.00010442337587808895,0.0,3.153726117123492e-06,2.1024650659908785e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.3036909779545958,0.0,0.0,0.00010317679254799598,0.0,0.0,0.00015597133535367604,0.00022387603046866432,0.0,0.0,1.051242039041164e-06,3.036119813196845e-05,0.0,0.0,0.0,9.35605414746636e-05,3.5041401301372135e-06,0.0,0.0,0.00011813243139007138,1.1955302264058609e-05,0.0,0.0,2.2076082819864444e-05,0.000742819903460394,1.7464790649128533e-05,0.0,0.07970313713749598,3.504140130137213e-07,0.0,0.0,0.0,3.5041401301372135e-06,0.0,0.0,0.0,0.0,0.06276892340977333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058144164773942415,0.0,0.0,0.0,0.0,0.0008719880316228053,0.0,0.0,0.0,0.05545138188761509,0.000398345961288164,4.9568963862171904e-05,0.03468130116996776,0.0,0.0,0.0,2.779648003775733e-05,0.0,9.359170259958275e-06,0.000727143569066346,4.168666792993945e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.2929238879112039,7.775687648591505e-06,0.0,0.0,0.21526578645341943,0.0522981524394594,0.0015756746220359796,0.1049882501489635,0.0,0.0009892449114900113,0.0,0.0006593815068741743,0.003975851855710831,0.014468508562826445,0.0,0.0037609575866711167,1.2894365005094875e-05,0.0,5.3798860188263747e-05,0.006731603513084007,0.0,0.03777067346476942,0.0,4.58553347229334e-05,0.8886214037233383,0.04262638277662369,0.0,0.0023035964073082225,7.630711011070031,3.229550515910739,0.0045113573313642205,0.0009773900404069801,0.013584007967922702,0.011174038749986867,0.13128939581276408,0.0,0.6714732833754051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01233768852417886,0.2051151235805411
VISp,0.0008395801539911884,0.0,0.0035580636028846994,0.0,0.03405443998276496,0.00021503329323021048,0.0,0.0017644787584061908,0.0005914400252018309,1.002754154275475e-05,0.0,0.0018139033693943176,0.0,0.006590566615265293,0.07301028478105932,0.00019242770677866812,0.0,0.0,0.021762327244391637,0.0011854293973520857,0.0,0.03401977957972715,0.0,6.971290067917514e-05,0.0,0.0022485812312048256,0.003163536113244189,0.00013558668039748535,0.0,3.890929066827218e-05,0.0,0.0002193271077044738,0.0,0.9269454928994512,0.0,0.0,0.003073458083159784,0.0,0.0008095200878625461,0.007676385921741751,0.0044157675343213,0.0,0.0,3.006008096332655e-05,0.0014019374465128501,0.0,0.0,0.0,3.008262462826425e-05,0.0,1.3676603612951288e-05,0.0,0.01117552908221718,0.0021197389740138426,8.358455075288287e-05,0.0,0.0006106589843873533,0.0019907734607076512,0.0004588107277461497,0.00013051513274647253,0.5432390456450974,0.0013206091118202479,2.116944129118232e-05,2.5125916579794134e-05,0.0,0.000911440523203372,3.3846747833449166e-05,0.0,0.0,0.0,1.1814781611597551,0.0028720867587197704,0.0002031952536781334,0.0014731996348837113,7.285310991712959e-05,3.41366151594254e-05,0.0,0.0016353499060346647,0.022119536165756716,0.0,0.0173956008987144,5.4475570785556673e-05,0.0,5.470641445180515e-05,0.003386336768668469,0.0022365542947870493,0.0,0.0009781834330602535,0.0025261263076478153,0.38713431831002687,0.02894717899363245,0.004121823771642989,0.3404382901100984,0.0033258665489986155,0.0,2.00550830855095e-05,0.0020404705325081126,0.0,0.0017981726523565772,0.002659231508493532,0.014064929485682434,3.6341109022992546e-06,7.815202064543592e-06,0.0,0.00028314569352871704,3.5168409290446166e-05,0.0,1.905135986136118,5.085329513894534e-05,0.0,0.00010480929607881677,2.593944835713351,0.5614451718391976,0.018322294539917537,0.43594118994909203,0.0013475748974353923,0.11886396459986906,4.179227537644143e-05,0.04064294930574789,0.03113476764693803,0.08975652517296971,0.0013777472129798637,0.04114899189213529,0.004514889206866242,0.0001653520460546161,0.012666633992714955,0.30107966987118645,3.0030102673297936e-05,1.450560915203055,0.0,0.0003683555697789328,0.5449174660132039,0.561384853853091,0.0006809972352942005,0.27643929074897367,3.299891312807613,60.50396741693008,0.07697366174195433,0.1216726893190193,0.240033147590832,0.05756621898352733,0.5747216082089769,0.0,1.113317386021682,0.0,7.815202064543592e-06,1.953800516135898e-06,2.3445606193630777e-05,0.0,0.0,0.0,0.0,0.0,9.769002580679491e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06457033413339322,1.6709656917323494
PRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019802962352836306,0.0,0.0,0.0,0.0,0.0004057947767414292,0.0,0.0009860650326206119,0.0,0.0001520949170398252,0.0,4.593470648853782e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013878883938754833,0.0,0.0,0.0002368504764670899,0.0,0.0,0.0034279167491153054,0.006749871995456053,0.0,0.0,9.587608616928497e-06,0.0007807750127333859,0.0,0.0,0.0,0.0001362729625826622,5.103856276504202e-06,0.0,0.0,0.001978679588318056,0.0,0.0,0.0,0.0004208466465555126,0.0,0.00015396796105079355,0.0,0.0010295138405492287,4.131954801787448e-06,1.102767171869634e-05,0.0,0.0,6.061088115183835e-06,0.0,0.0,0.0,1.976713182666134e-05,0.0009759424034488408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.965069773999201e-05,0.0,0.0,0.0,0.0,0.0,5.513835859348169e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002844486500639493,0.04299240644151609,0.0,0.0,0.0,0.00103228627647453,0.0,0.00018355193839042673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1182304916500964e-05,0.0,0.0,0.0,0.0003769874426941841,0.029294758726748818,0.0,0.0,0.0010585483419333968,0.0,1.575381674099477e-06,0.0,0.049902471989116626,0.0,0.0,0.0,0.0,0.0,2.5524378877732734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004678137234094014,0.00570975978515084,0.021745014348752704,1.1630846688685015,0.3343050744774747,0.9030290551694433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.494914743045869e-05,0.0,0.0,0.0,0.0,0.0,3.1600983199025575e-05,5.103856276504202e-07
PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000620733598552288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001542696856192328,0.0,0.0,0.00010834036393141824,0.0,0.0,0.0026683137216088207,0.0050514048789659415,0.0,0.0,3.8021869940291174e-06,0.0010790637724901028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018133277339725672,0.0,0.0,0.0,0.00022152813907967974,0.0,0.00014908696861671767,0.0,0.0017768367864932626,1.6229172271478933e-06,6.653827239550956e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1360420590035254e-05,0.0005582603557546651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.704063088505288e-05,0.0,0.0,0.0,0.0,0.0,3.326913619775478e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004743823314201336,0.04068463965376884,0.0,0.0,0.0,0.0013705118948365068,0.0,0.00010548961976461306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8969448554853205e-06,0.0,0.0,0.0,0.00021665944982424376,0.03550615292002522,0.0,0.0,0.00019964646468119822,0.0,9.505467485072794e-07,0.0,0.066748456148934,0.0,0.0,0.0,0.0,0.0,1.2679595166484129e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003484797493584767,0.00019875793062707693,0.07428804057186296,0.26812554172178954,4.53053740394303,0.9088211865372542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7327096224401545e-05,0.0,0.0,0.0,0.0,0.0,5.6430327141117086e-05,0.0
ENTm,0.0,0.0,0.0,0.0,0.0,0.00029507457471371275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007650089646814008,0.00012761720622676758,0.0,0.0,0.0,0.0011468792201823226,0.0,0.0,0.0,0.0,0.0,0.00024206912120726935,0.0,0.0,0.0,0.0002750839519460275,0.0,0.0007130992536534303,0.0,0.029463708351894706,0.0,0.0,0.0026556596376470947,0.0,0.000177735207557621,0.00843836171808452,0.023014663219358678,0.0,0.0,0.0002665529815560771,0.00583731287229718,0.0,0.0,0.0,0.0,0.0,0.0,9.734874438840652e-05,0.02829355901819801,2.540332954941878e-05,0.0,0.0,0.006090129613587533,0.0,0.0018652566874557902,0.0,0.0044964724296678,0.00017827601693257817,0.0005092474758933002,0.0,0.0,0.00011924373761837711,0.0,6.194920097444051e-05,0.0,0.0009196139120074113,0.013258987615881491,0.0,0.0,6.489916292560435e-05,0.0,0.0,0.0,0.0008861166873847585,0.000828515473631271,0.0,0.0,0.0,0.0,0.0,0.022326430970095863,0.0,9.21863109738698e-05,8.112395365700544e-06,0.0,0.0,0.0,0.015935777805262688,1.720970621499096,0.007104823287846128,0.0,0.0,0.009776579347923784,0.0,0.005128905312955487,0.0,0.001264467230172617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018324549310370574,0.0,0.0,0.0,0.010533982450454732,0.5237351338584033,0.0,0.0,0.0316475053723297,0.0,0.0014414552678749144,0.0,2.773066804648432,0.0,0.0,0.0,0.0,0.0007242318321908108,0.0005990755947053194,0.0,0.0,0.003256997032466625,2.9507457471371278e-05,0.0,0.0,0.0,0.9457389410537561,0.01271460806301028,0.1682313646268525,0.4385401701310619,0.5658448606974327,8.202801611252283,0.0,0.0,0.0,0.0006243850753046242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001814843418430403,0.0,0.0,0.0,0.0,0.0,0.00010426174728930205,0.0
Isocortex_VISa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000355489641031703,1.0230848292491312e-06,0.0,0.0001120117571096163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05919022297675745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.755194394285583e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.563410026080911e-06,0.0,0.00031945057497495706,0.0,0.0007555808662054712,0.0,0.0,0.046565093949898655,0.010326198077215501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09603497130377331,0.0,0.0,0.0,0.0,1.1367609213879236e-07,0.0,0.0,0.07579565266666445,3.318455692543915e-05,0.005764311019876222,0.012115637693155797,0.0,0.0,0.0,0.007005056514695695,0.0,0.0,3.978663224857733e-06,0.017423218473804396,0.0007985684068080728,0.0,0.0012737235765486496,0.0,0.0,0.0,0.0,0.0,0.0006501431804030835,0.09683879300003399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28038081156659744,0.0,0.0,0.0,0.0,0.001393751390868444,7.495872585157797e-06,0.6523592926722879,2.738046015648547e-06,0.0018589035682852863,0.0,0.0,0.0005641374677324654,7.420913859306219e-05,9.383771263644862e-06,0.0,0.00019956368255524297,0.0,0.0,0.01665864757657045,0.0,0.007568839526375408,0.0,0.0,0.012592108207161343,0.00020449782679078378,0.0006643515998377684,0.0,0.00016592278462719575,0.05604555777076326,0.0,0.0,0.0,0.6590547411704618,0.07455610749948581,9.081185951901013e-05,0.004775395546997369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.700170947468835e-07,0.005655673268194205,0.02161900335435717
Isocortex_VISrl,1.1310152527109485e-05,0.000404027649797517,0.0008255101617217105,0.00013480486954675462,0.002485960097671034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018266973612613615,1.3876971865107094e-05,0.0,0.00028837604185503026,0.0,0.001820582661577331,0.0,0.0,0.0001916343733752884,0.0,0.00037335662398978615,0.0,4.625657288369032e-06,0.00016831010908860525,0.0,3.700525830695225e-05,0.001008445762376481,0.0,0.0,0.0,0.03378813740948421,0.0,0.00016784527874939056,0.0,0.0,1.652020460131797e-05,8.231896783608553e-05,0.0,0.0,4.317930038471041e-05,5.484707927637565e-05,0.0,0.0,1.3876971865107094e-05,0.0,0.0001797398260623395,0.0,0.0,0.0,0.0,1.542117870882515e-05,0.00018899114063907757,2.930023954676778e-05,0.0,0.0023147189241946547,0.0,0.0,0.02897373139165168,0.02237821720299737,0.00010639011763248771,0.0,0.0,2.6432327362108753e-06,0.0,0.00020881538616065914,0.00027517005390723684,8.458344755874801e-05,0.004023725823797393,0.0007890049717589463,0.0002220315498417135,0.003370121738668866,0.0,0.0,2.180667007373972e-05,0.0022216371147852406,0.0014910587724683735,0.0,0.21002473931126908,0.0007587219924741973,0.0,0.00010440769308032957,0.0004361334014747944,0.0004055770000421014,0.0028936790379668555,0.00308794686551105,0.0,0.0030113849952861597,0.0006800739810591891,0.0,0.03577438487257078,0.00018899114063907757,0.0,0.0,0.0,0.0,0.06642393137402926,0.07205364804331546,5.28646547242175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.006683486906251101,1.0975862378144738e-05,0.0,0.0,0.020366231559383396,0.0017690398770854295,0.02690343328555477,0.0005770339287129046,9.25270722529509e-06,5.164641423861375e-05,0.0,0.0,6.698622047547756e-06,0.0034188967926144145,9.25270722529509e-06,0.00013552386791477675,2.699855747312433e-05,0.0,0.0,2.713802216358021e-05,0.0,3.090660750682298e-05,0.0003271000511060958,1.9047336238899973e-05,0.009869155631868949,0.005666693910770024,0.00012046583452493942,0.0004837115907265901,0.0016609110762867319,0.05792794355069897,0.0,1.6197646601299912e-06,0.0004625657288369031,0.08330684578811809,1.8387877111888833,0.00030688145630562046,0.06815499950542123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542117870882515e-06,0.0018359259979776534,0.008872895312514534
